,3.5,4.5,5.5,6.5
3579,255,253,253,253
3580,255,253,253,253
3581,255,253,253,253
3582,255,253,253,253
3583,255,253,253,253
3584,255,253,253,253
3585,255,253,253,253
3586,255,253,253,253
3587,255,253,253,253
3588,255,253,253,253
3589,255,253,253,253
3590,255,253,253,253
3591,255,253,253,253
3592,255,253,253,253
3593,255,253,253,253
3594,255,253,253,253
3595,255,253,253,253
3596,255,253,253,253
3597,255,253,253,253
3598,255,253,253,253
3599,255,253,253,253
3600,255,253,253,253
3601,255,253,253,253
3602,255,253,253,253
3603,255,253,253,253
3604,255,253,253,253
3605,255,253,253,253
3606,255,253,253,253
3607,255,253,253,253
3608,255,253,253,253
3609,255,253,253,253
3610,255,253,253,253
3611,255,253,253,253
3612,255,253,253,253
3613,255,253,253,253
3614,255,253,253,253
3615,255,253,253,253
3616,255,253,253,253
3617,255,253,253,253
3618,255,253,253,253
3619,255,253,253,253
3620,255,253,253,253
3621,255,253,253,253
3622,255,253,253,253
3623,255,253,253,253
3624,255,253,253,253
3625,255,253,253,253
3626,255,253,253,253
3627,255,253,253,253
3628,255,253,253,253
3629,255,253,253,253
3630,255,253,253,253
3631,255,253,253,253
3632,255,253,253,253
3633,255,253,253,253
3634,255,253,253,253
3635,255,253,253,253
3636,255,253,253,253
3637,255,253,253,253
3638,255,253,253,253
3639,255,253,253,253
3640,255,253,253,253
3641,255,253,253,253
3642,255,253,253,253
3643,255,253,253,253
3644,255,253,253,253
3645,255,253,253,253
3646,255,253,253,253
3647,255,253,253,253
3648,255,253,253,253
3649,255,253,253,253
3650,255,253,253,253
3651,255,253,253,253
3652,255,253,253,253
3653,255,253,253,253
3654,255,253,253,253
3655,255,253,253,253
3656,255,253,253,253
3657,255,253,253,253
3658,255,253,253,253
3659,255,253,253,253
3660,255,253,253,253
3661,255,253,253,253
3662,255,253,253,253
3663,255,253,253,253
3664,255,253,253,253
3665,255,253,253,253
3666,255,253,253,253
3667,255,253,253,253
3668,255,253,253,253
3669,255,253,253,253
3670,255,253,253,253
3671,255,253,253,253
3672,255,253,253,253
3673,255,253,253,253
3674,255,253,253,253
3675,255,253,253,253
3676,255,253,253,253
3677,255,253,253,253
3678,255,253,253,253
3679,255,253,253,253
3680,255,253,253,253
3681,255,253,253,253
3682,255,253,253,253
3683,254,253,253,253
3684,254,253,253,253
3685,255,253,253,253
3686,255,253,253,253
3687,255,253,253,253
3688,255,253,253,254
3689,255,253,253,253
3690,255,253,253,253
3691,255,253,253,252
3692,255,253,253,252
3693,255,253,253,253
3694,255,253,253,253
3695,255,253,253,254
3696,255,253,253,253
3697,255,253,253,253
3698,255,253,253,253
3699,255,253,253,253
3700,255,253,253,253
3701,255,253,253,253
3702,255,253,253,253
3703,255,253,253,253
3704,255,253,253,253
3705,253,253,253,253
3706,252,253,253,253
3707,252,253,253,253
3708,254,253,253,253
3709,255,253,253,253
3710,255,253,253,253
3711,255,253,253,253
3712,255,253,253,253
3713,255,253,253,253
3714,255,253,253,253
3715,255,253,253,253
3716,255,253,253,253
3717,255,253,253,253
3718,255,253,253,253
3719,255,253,253,253
3720,255,253,253,253
3721,255,253,253,253
3722,255,253,253,253
3723,255,253,253,253
3724,255,253,253,253
3725,255,253,253,253
3726,255,253,253,253
3727,255,253,253,253
3728,255,253,253,253
3729,255,253,253,253
3730,255,253,253,253
3731,255,253,253,253
3732,255,253,253,253
3733,255,253,253,253
3734,255,253,253,253
3735,255,253,253,253
3736,255,253,253,253
3737,255,253,253,253
3738,255,253,253,253
3739,255,253,253,253
3740,255,252,254,253
3741,255,253,254,253
3742,255,253,254,253
3743,255,253,254,253
3744,255,253,254,253
3745,255,252,254,253
3746,255,251,254,253
3747,255,250,254,253
3748,255,251,254,253
3749,255,252,254,253
3750,255,253,254,253
3751,255,254,254,253
3752,255,254,254,253
3753,255,254,254,253
3754,255,254,254,253
3755,255,253,254,253
3756,255,253,253,253
3757,255,253,253,253
3758,255,253,253,253
3759,255,253,253,253
3760,255,253,253,253
3761,255,253,253,253
3762,255,253,253,253
3763,255,253,253,253
3764,255,253,253,253
3765,255,253,253,253
3766,255,253,253,253
3767,255,253,253,253
3768,255,253,253,253
3769,255,253,253,253
3770,255,253,253,253
3771,255,253,253,253
3772,255,253,253,253
3773,255,253,253,253
3774,255,253,253,253
3775,255,253,253,253
3776,255,253,253,253
3777,255,253,253,253
3778,255,253,253,253
3779,255,253,253,253
3780,255,253,253,253
3781,255,253,253,253
3782,255,253,253,253
3783,255,253,253,253
3784,255,253,253,253
3785,255,253,253,253
3786,255,253,253,253
3787,255,253,253,253
3788,255,253,253,253
3789,255,253,253,253
3790,255,253,253,253
3791,255,253,253,253
3792,255,253,253,253
3793,255,253,253,253
3794,255,253,253,253
3795,255,253,253,253
3796,255,253,253,253
3797,255,253,253,253
3798,255,253,253,253
3799,255,253,253,253
3800,255,253,253,253
3801,255,253,253,253
3802,255,253,253,253
3803,255,253,253,253
3804,255,253,253,253
3805,255,253,253,253
3806,255,253,253,253
3807,255,253,253,253
3808,255,253,253,253
3809,255,253,253,253
3810,255,253,253,253
3811,255,253,253,253
3812,255,253,253,253
3813,255,253,253,253
3814,255,253,253,253
3815,255,253,253,253
3816,255,253,253,253
3817,255,253,253,253
3818,255,253,253,253
3819,255,253,253,253
3820,255,253,253,253
3821,255,253,253,253
3822,255,253,253,253
3823,255,253,253,253
3824,255,253,253,253
3825,255,253,253,253
3826,255,253,253,253
3827,255,253,253,253
3828,255,253,253,253
3829,255,253,253,253
3830,255,253,253,253
3831,255,253,253,253
3832,255,253,253,253
3833,255,253,253,253
3834,255,253,253,253
3835,255,253,253,253
3836,255,253,253,253
3837,255,253,253,253
3838,255,253,253,253
3839,255,253,253,253
3840,255,253,253,253
3841,255,253,253,253
3842,255,253,253,253
3843,255,253,253,253
3844,255,253,253,253
3845,255,253,253,253
3846,255,253,253,253
3847,255,253,253,253
3848,255,253,253,253
3849,255,253,253,253
3850,255,253,253,253
3851,254,253,253,253
3852,254,253,253,253
3853,255,253,253,253
3854,255,253,253,253
3855,255,253,253,253
3856,255,253,253,253
3857,255,253,253,253
3858,255,253,253,253
3859,255,253,253,253
3860,255,253,253,253
3861,255,253,253,253
3862,255,253,253,253
3863,255,253,253,253
3864,255,253,253,253
3865,255,253,253,253
3866,255,253,253,253
3867,255,253,253,253
3868,255,253,253,253
3869,255,253,253,253
3870,255,253,253,253
3871,255,253,253,253
3872,255,253,253,254
3873,253,253,253,253
3874,252,253,253,253
3875,252,253,253,252
3876,254,253,253,252
3877,255,253,253,253
3878,255,253,253,253
3879,255,253,253,254
3880,255,253,253,253
3881,255,253,253,253
3882,255,253,253,253
3883,255,253,253,253
3884,255,253,253,253
3885,255,253,253,253
3886,255,253,253,253
3887,255,253,253,253
3888,255,253,253,253
3889,255,253,253,253
3890,255,253,253,253
3891,255,253,253,253
3892,255,253,253,253
3893,255,253,253,253
3894,255,253,253,253
3895,255,253,253,253
3896,255,253,253,253
3897,255,253,253,253
3898,255,253,253,253
3899,255,253,253,253
3900,255,253,253,253
3901,255,253,253,253
3902,255,253,253,253
3903,255,253,253,253
3904,255,253,253,253
3905,255,253,253,253
3906,255,253,253,253
3907,255,253,253,253
3908,255,253,253,253
3909,255,253,253,253
3910,255,253,253,253
3911,255,253,253,253
3912,255,253,254,253
3913,255,253,254,253
3914,255,253,254,253
3915,255,253,254,253
3916,255,253,254,253
3917,255,253,254,253
3918,255,253,254,253
3919,255,253,254,253
3920,255,253,254,253
3921,255,253,254,253
3922,255,253,254,253
3923,255,253,254,253
3924,255,253,254,253
3925,255,253,254,253
3926,255,253,254,253
3927,255,253,254,253
3928,255,253,253,253
3929,255,253,253,253
3930,255,253,253,253
3931,255,253,253,253
3932,255,253,253,253
3933,255,253,253,253
3934,255,253,253,253
3935,255,253,253,253
3936,255,252,253,253
3937,255,253,253,253
3938,255,253,253,253
3939,255,253,253,253
3940,255,253,253,253
3941,255,252,253,253
3942,255,251,253,253
3943,255,250,253,253
3944,255,251,253,253
3945,255,252,253,253
3946,255,253,253,253
3947,255,254,253,253
3948,255,254,253,253
3949,255,254,253,253
3950,255,254,253,253
3951,255,253,253,253
3952,255,253,253,253
3953,255,253,253,253
3954,255,253,253,253
3955,255,253,253,253
3956,255,253,253,253
3957,255,253,253,253
3958,255,253,253,253
3959,255,253,253,253
3960,255,253,253,253
3961,255,253,253,253
3962,255,253,253,253
3963,255,253,253,253
3964,255,253,253,253
3965,255,253,253,253
3966,255,253,253,253
3967,255,253,253,253
3968,255,253,253,253
3969,255,253,253,253
3970,255,253,253,253
3971,255,253,253,253
3972,255,253,253,253
3973,255,253,253,253
3974,255,253,253,253
3975,255,253,253,253
3976,255,253,253,253
3977,255,253,253,253
3978,255,253,253,253
3979,255,253,253,253
3980,255,253,253,253
3981,255,253,253,253
3982,255,253,253,253
3983,255,253,253,253
3984,255,253,253,253
3985,255,253,253,253
3986,255,253,253,253
3987,255,253,253,253
3988,255,253,253,253
3989,255,253,253,253
3990,255,253,253,253
3991,255,253,253,253
3992,255,253,253,253
3993,255,253,253,253
3994,255,253,253,253
3995,255,253,253,253
3996,255,253,253,253
3997,255,253,253,253
3998,255,253,253,253
3999,255,253,253,253
4000,255,253,253,253
4001,255,253,253,253
4002,255,253,253,253
4003,255,253,253,253
4004,255,253,253,253
4005,255,253,253,253
4006,255,253,253,253
4007,255,253,253,253
4008,255,253,253,253
4009,255,253,253,253
4010,255,253,253,253
4011,255,253,253,253
4012,255,253,253,253
4013,255,253,253,253
4014,255,253,253,253
4015,255,253,253,253
4016,255,253,253,253
4017,255,253,253,253
4018,255,253,253,253
4019,254,253,253,253
4020,254,253,253,253
4021,255,253,253,253
4022,255,253,253,253
4023,255,253,253,253
4024,255,253,253,253
4025,255,253,253,253
4026,255,253,253,253
4027,255,253,253,253
4028,255,253,253,253
4029,255,253,253,253
4030,255,253,253,253
4031,255,253,253,253
4032,255,253,253,253
4033,255,253,253,253
4034,255,253,253,253
4035,255,253,253,253
4036,255,253,253,253
4037,255,253,253,253
4038,255,253,253,253
4039,255,253,253,253
4040,254,253,253,253
4041,252,253,253,253
4042,251,253,253,253
4043,251,253,253,253
4044,253,253,253,253
4045,255,253,253,253
4046,254,253,253,253
4047,254,253,253,253
4048,255,253,253,253
4049,255,253,253,253
4050,255,253,253,253
4051,255,253,253,253
4052,255,253,253,253
4053,255,253,253,253
4054,255,253,253,253
4055,255,253,253,253
4056,255,253,253,254
4057,255,253,253,253
4058,255,253,253,253
4059,255,253,253,252
4060,255,253,253,252
4061,255,253,253,253
4062,255,253,253,253
4063,255,253,253,254
4064,255,253,253,253
4065,255,253,253,253
4066,255,253,253,253
4067,255,253,253,253
4068,255,253,253,253
4069,255,253,253,253
4070,255,253,253,253
4071,255,253,253,253
4072,255,253,253,253
4073,255,253,253,253
4074,255,253,253,253
4075,255,253,253,253
4076,255,253,253,253
4077,255,253,253,253
4078,255,253,253,253
4079,255,253,253,253
4080,255,253,253,253
4081,255,253,253,253
4082,255,253,253,253
4083,255,253,253,253
4084,255,253,254,253
4085,255,253,254,253
4086,255,253,254,253
4087,255,253,254,253
4088,255,253,254,253
4089,255,253,254,253
4090,255,253,254,253
4091,255,253,254,253
4092,255,253,254,253
4093,255,253,254,253
4094,255,253,254,253
4095,255,253,254,253
4096,255,253,254,253
4097,255,253,254,253
4098,255,253,254,253
4099,255,253,254,253
4100,255,253,253,253
4101,255,253,253,253
4102,255,253,253,253
4103,255,253,253,253
4104,255,253,253,253
4105,255,253,253,253
4106,255,253,253,253
4107,255,253,253,253
4108,255,253,253,253
4109,255,253,253,253
4110,255,253,253,253
4111,255,253,253,253
4112,255,253,253,253
4113,255,253,253,253
4114,255,253,253,253
4115,255,253,253,253
4116,255,253,253,253
4117,255,253,253,253
4118,255,253,253,253
4119,255,253,253,253
4120,255,253,253,253
4121,255,253,253,253
4122,255,253,253,253
4123,255,253,253,253
4124,255,253,253,253
4125,255,253,253,253
4126,255,253,253,253
4127,255,253,253,253
4128,255,253,253,253
4129,255,253,253,253
4130,255,253,253,253
4131,255,253,253,253
4132,255,252,253,253
4133,255,253,253,253
4134,255,253,253,253
4135,255,253,253,253
4136,255,253,253,253
4137,255,252,253,253
4138,255,251,253,253
4139,255,250,253,253
4140,255,251,253,253
4141,255,252,253,253
4142,255,253,253,253
4143,255,254,253,253
4144,255,254,253,253
4145,255,254,253,253
4146,255,254,253,253
4147,255,253,253,253
4148,255,253,253,253
4149,255,253,253,253
4150,255,253,253,253
4151,255,253,253,253
4152,255,253,253,253
4153,255,253,253,253
4154,255,253,253,253
4155,255,253,253,253
4156,255,253,253,253
4157,255,253,253,253
4158,255,253,253,253
4159,255,253,253,253
4160,255,253,253,253
4161,255,253,253,253
4162,255,253,253,253
4163,255,253,253,253
4164,255,253,253,253
4165,255,253,253,253
4166,255,253,253,253
4167,255,253,253,253
4168,255,253,253,253
4169,255,253,253,253
4170,255,253,253,253
4171,255,253,253,253
4172,255,253,253,253
4173,255,253,253,253
4174,255,253,253,253
4175,255,253,253,253
4176,255,253,253,253
4177,255,253,253,253
4178,255,253,253,253
4179,255,253,253,253
4180,255,253,253,253
4181,255,253,253,253
4182,255,253,253,253
4183,255,253,253,253
4184,255,253,253,253
4185,255,253,253,253
4186,255,253,253,253
4187,254,253,253,253
4188,254,253,253,253
4189,255,253,253,253
4190,255,253,253,253
4191,255,253,253,253
4192,255,253,253,253
4193,255,253,253,253
4194,255,253,253,253
4195,255,253,253,253
4196,255,253,253,253
4197,255,253,253,253
4198,255,253,253,253
4199,255,253,253,253
4200,255,253,253,253
4201,255,253,253,253
4202,255,253,253,253
4203,255,253,253,253
4204,255,253,253,253
4205,255,253,253,253
4206,255,253,253,253
4207,255,253,253,253
4208,254,253,253,253
4209,252,253,253,253
4210,251,253,253,253
4211,251,253,253,253
4212,253,253,253,253
4213,255,253,253,253
4214,254,253,253,253
4215,254,253,253,253
4216,255,253,253,253
4217,255,253,253,253
4218,255,253,253,253
4219,255,253,253,253
4220,255,253,253,253
4221,255,253,253,253
4222,255,253,253,253
4223,255,253,253,253
4224,255,253,253,253
4225,255,253,253,253
4226,255,253,253,253
4227,255,253,253,253
4228,255,253,253,253
4229,255,253,253,253
4230,255,253,253,253
4231,255,253,253,253
4232,255,253,253,253
4233,255,253,253,253
4234,255,253,253,253
4235,255,253,253,253
4236,255,253,253,253
4237,255,253,253,253
4238,255,253,253,253
4239,255,253,253,253
4240,255,253,253,254
4241,255,253,253,253
4242,255,253,253,253
4243,255,253,253,252
4244,255,253,253,252
4245,255,253,253,253
4246,255,253,253,253
4247,255,253,253,254
4248,255,253,253,253
4249,255,253,253,253
4250,255,253,253,253
4251,255,253,253,253
4252,255,253,253,253
4253,255,253,253,253
4254,255,253,253,253
4255,255,253,253,253
4256,255,253,253,253
4257,255,253,253,253
4258,255,253,253,253
4259,255,253,253,253
4260,255,253,253,253
4261,255,253,253,253
4262,255,253,253,253
4263,255,253,253,253
4264,255,253,253,253
4265,255,253,253,253
4266,255,253,253,253
4267,255,253,253,253
4268,255,253,253,253
4269,255,253,253,253
4270,255,253,253,253
4271,255,253,253,253
4272,255,253,253,253
4273,255,253,253,253
4274,255,253,253,253
4275,255,253,253,253
4276,255,253,253,253
4277,255,253,253,253
4278,255,253,253,253
4279,255,253,253,253
4280,255,253,253,253
4281,255,253,253,253
4282,255,253,253,253
4283,255,253,253,253
4284,255,253,253,253
4285,255,253,253,253
4286,255,253,253,253
4287,255,253,253,253
4288,255,253,253,253
4289,255,253,253,253
4290,255,253,253,253
4291,255,253,253,253
4292,255,253,253,253
4293,255,253,253,253
4294,255,253,253,253
4295,255,253,253,253
4296,255,253,253,253
4297,255,253,253,253
4298,255,253,253,253
4299,255,253,253,253
4300,255,253,253,253
4301,255,253,253,253
4302,255,253,253,253
4303,255,253,253,253
4304,255,253,253,253
4305,255,253,253,253
4306,255,253,253,253
4307,255,253,253,253
4308,255,253,253,253
4309,255,253,253,253
4310,255,253,253,253
4311,255,253,253,253
4312,255,253,253,253
4313,255,253,253,253
4314,255,253,253,253
4315,255,253,253,253
4316,255,253,253,253
4317,255,253,253,253
4318,255,253,253,253
4319,255,253,253,253
4320,255,253,253,253
4321,255,253,253,253
4322,255,253,253,253
4323,255,253,253,253
4324,255,253,253,253
4325,255,253,253,253
4326,255,253,253,253
4327,255,253,253,253
4328,255,252,253,253
4329,255,253,253,253
4330,255,253,253,253
4331,255,253,253,253
4332,255,253,253,253
4333,255,252,253,253
4334,255,251,253,253
4335,255,250,253,253
4336,255,251,253,253
4337,255,252,253,253
4338,255,253,253,253
4339,255,254,253,253
4340,255,254,253,253
4341,255,254,253,253
4342,255,254,253,253
4343,255,253,253,253
4344,255,253,253,253
4345,255,253,253,253
4346,255,253,253,253
4347,255,253,253,253
4348,255,253,253,253
4349,255,253,253,253
4350,255,253,253,253
4351,255,253,253,253
4352,255,253,253,253
4353,255,253,253,253
4354,255,253,253,253
4355,254,253,253,253
4356,254,253,253,253
4357,255,253,253,253
4358,255,253,253,253
4359,255,253,253,253
4360,255,253,253,253
4361,255,253,253,253
4362,255,253,253,253
4363,255,253,253,253
4364,255,253,253,253
4365,255,253,253,253
4366,255,253,253,253
4367,255,253,253,253
4368,255,253,253,253
4369,255,253,253,253
4370,255,253,253,253
4371,255,253,253,253
4372,255,253,253,253
4373,255,253,253,253
4374,255,253,253,253
4375,255,253,253,253
4376,254,253,253,253
4377,252,253,253,253
4378,251,253,253,253
4379,251,253,253,253
4380,253,253,253,253
4381,255,253,253,253
4382,254,253,253,253
4383,254,253,253,253
4384,255,253,253,253
4385,255,253,253,253
4386,255,253,253,253
4387,255,253,253,253
4388,255,253,253,253
4389,255,253,253,253
4390,255,253,253,253
4391,255,253,253,253
4392,255,253,253,253
4393,255,253,253,253
4394,255,253,253,253
4395,255,253,253,253
4396,255,253,253,253
4397,255,253,253,253
4398,255,253,253,253
4399,255,253,253,253
4400,255,253,253,253
4401,255,253,253,253
4402,255,253,253,253
4403,255,253,253,253
4404,255,253,253,253
4405,255,253,253,253
4406,255,253,253,253
4407,255,253,253,253
4408,255,253,253,253
4409,255,253,253,253
4410,255,253,253,253
4411,255,253,253,253
4412,255,253,253,253
4413,255,253,253,253
4414,255,253,253,253
4415,255,253,253,253
4416,255,253,253,253
4417,255,253,253,253
4418,255,253,253,253
4419,255,253,253,253
4420,255,253,253,253
4421,255,253,253,253
4422,255,253,253,253
4423,255,253,253,253
4424,255,253,253,253
4425,255,253,253,253
4426,255,253,253,253
4427,255,253,253,253
4428,255,253,253,253
4429,255,253,253,253
4430,255,253,253,253
4431,255,253,253,253
4432,255,253,253,253
4433,255,253,253,253
4434,255,253,253,253
4435,255,253,253,253
4436,255,253,253,253
4437,255,253,253,253
4438,255,253,253,253
4439,255,253,253,253
4440,255,253,253,253
4441,255,253,253,253
4442,255,253,253,253
4443,255,253,253,253
4444,255,253,253,253
4445,255,253,253,253
4446,255,253,253,253
4447,255,253,253,253
4448,255,253,253,253
4449,255,253,253,253
4450,255,253,253,253
4451,255,253,253,253
4452,255,253,253,253
4453,255,253,253,253
4454,255,253,253,253
4455,255,253,253,253
4456,255,253,253,253
4457,255,253,253,253
4458,255,253,253,253
4459,255,253,253,253
4460,255,253,253,253
4461,255,253,253,253
4462,255,253,253,253
4463,255,253,253,253
4464,255,253,253,253
4465,255,253,253,253
4466,255,253,253,253
4467,255,253,253,253
4468,255,253,253,253
4469,255,253,253,253
4470,255,253,253,253
4471,255,253,253,253
4472,255,253,253,253
4473,255,253,253,253
4474,255,253,253,253
4475,255,253,253,253
4476,255,253,253,253
4477,255,253,253,253
4478,255,253,253,253
4479,255,253,253,253
4480,255,253,253,253
4481,255,253,253,253
4482,255,253,253,253
4483,255,253,253,253
4484,255,253,253,253
4485,255,253,253,253
4486,255,253,253,253
4487,255,253,253,253
4488,255,253,253,253
4489,255,253,253,253
4490,255,253,253,253
4491,255,253,253,253
4492,255,253,253,253
4493,255,253,253,253
4494,255,253,253,253
4495,255,253,253,253
4496,255,253,253,253
4497,255,253,253,253
4498,255,253,253,253
4499,255,253,253,253
4500,255,253,253,253
4501,255,253,253,253
4502,255,253,253,253
4503,255,253,253,253
4504,255,253,253,253
4505,255,253,253,253
4506,255,253,253,253
4507,255,253,253,253
4508,255,253,253,253
4509,255,253,253,253
4510,255,253,253,253
4511,255,253,253,253
4512,255,253,253,253
4513,255,253,253,253
4514,255,253,253,253
4515,255,253,253,253
4516,255,253,253,253
4517,255,253,253,253
4518,255,253,253,253
4519,255,253,253,253
4520,255,253,253,253
4521,255,253,253,253
4522,255,253,253,253
4523,254,253,253,253
4524,254,252,253,253
4525,255,253,253,253
4526,255,253,253,253
4527,255,253,253,253
4528,255,253,253,253
4529,255,252,253,253
4530,255,251,253,253
4531,255,250,253,253
4532,255,251,253,253
4533,255,252,253,253
4534,255,253,253,253
4535,255,254,253,253
4536,255,254,253,253
4537,255,254,253,253
4538,255,254,253,253
4539,255,253,253,253
4540,255,253,253,253
4541,255,253,253,253
4542,255,253,253,253
4543,255,253,253,253
4544,254,253,253,252
4545,252,253,253,252
4546,251,253,253,252
4547,251,253,253,252
4548,253,253,253,252
4549,255,253,253,252
4550,254,253,253,252
4551,254,253,253,252
4552,255,253,253,253
4553,255,253,253,253
4554,255,253,253,253
4555,255,253,253,253
4556,255,253,253,253
4557,255,253,253,253
4558,255,253,253,253
4559,255,253,253,253
4560,255,253,253,253
4561,255,253,253,253
4562,255,253,253,253
4563,255,253,253,253
4564,255,253,253,253
4565,255,253,253,253
4566,255,253,253,253
4567,255,253,253,253
4568,255,253,253,253
4569,255,253,253,253
4570,255,253,253,253
4571,255,253,253,253
4572,255,253,253,253
4573,255,253,253,253
4574,255,253,253,253
4575,255,253,253,253
4576,255,253,253,253
4577,255,253,253,253
4578,255,253,253,253
4579,255,253,253,253
4580,255,253,253,253
4581,255,253,253,253
4582,255,253,253,253
4583,255,253,253,253
4584,255,253,253,253
4585,255,253,253,253
4586,255,253,253,253
4587,255,253,253,253
4588,255,253,253,253
4589,255,253,253,253
4590,255,253,253,253
4591,255,253,253,253
4592,255,253,253,253
4593,255,253,253,253
4594,255,253,253,253
4595,255,253,253,253
4596,255,253,253,253
4597,255,253,253,253
4598,255,253,253,253
4599,255,253,253,253
4600,255,253,253,253
4601,255,253,253,253
4602,255,253,253,253
4603,255,253,253,253
4604,255,253,253,253
4605,255,253,253,253
4606,255,253,253,253
4607,255,253,253,253
4608,255,253,253,253
4609,255,253,253,253
4610,255,253,253,253
4611,255,253,253,253
4612,255,253,253,253
4613,255,253,253,253
4614,255,253,253,253
4615,255,253,253,253
4616,255,253,253,253
4617,255,253,253,253
4618,255,253,253,253
4619,255,253,253,253
4620,255,253,253,253
4621,255,253,253,253
4622,255,253,253,253
4623,255,253,253,253
4624,255,253,253,253
4625,255,253,253,253
4626,255,253,253,253
4627,255,253,253,253
4628,255,253,253,253
4629,255,253,253,253
4630,255,253,253,253
4631,255,253,253,253
4632,255,253,253,253
4633,255,253,253,253
4634,255,253,253,253
4635,255,253,253,253
4636,255,253,253,253
4637,255,253,253,253
4638,255,253,253,253
4639,255,253,253,253
4640,255,253,253,253
4641,255,253,253,253
4642,255,253,253,253
4643,255,253,253,253
4644,255,253,253,253
4645,255,253,253,253
4646,255,253,253,253
4647,255,253,253,253
4648,255,253,253,253
4649,255,253,253,253
4650,255,253,253,253
4651,255,253,253,253
4652,255,253,253,253
4653,255,253,253,253
4654,255,253,253,253
4655,255,253,253,253
4656,255,253,253,253
4657,255,253,253,253
4658,255,253,253,253
4659,255,253,253,253
4660,255,253,253,253
4661,255,253,253,253
4662,255,253,253,253
4663,255,253,253,253
4664,255,253,253,253
4665,255,253,253,253
4666,255,253,253,253
4667,255,253,253,253
4668,255,253,253,253
4669,255,253,253,253
4670,255,253,253,253
4671,255,253,253,253
4672,255,253,253,253
4673,255,253,253,253
4674,255,253,253,253
4675,255,253,253,253
4676,255,253,253,253
4677,255,253,253,253
4678,255,253,253,253
4679,255,253,253,253
4680,255,253,253,253
4681,255,253,253,253
4682,255,253,253,253
4683,255,253,253,253
4684,255,253,253,253
4685,255,253,253,253
4686,255,253,253,253
4687,255,253,253,253
4688,255,253,253,253
4689,255,253,253,253
4690,255,253,253,253
4691,254,253,253,253
4692,254,253,253,253
4693,255,253,253,253
4694,255,253,253,253
4695,255,253,253,253
4696,255,253,253,254
4697,255,253,253,254
4698,255,253,253,254
4699,255,253,253,254
4700,255,253,253,254
4701,255,253,253,254
4702,255,253,253,254
4703,255,253,253,254
4704,255,253,253,252
4705,255,253,253,252
4706,255,253,253,252
4707,255,253,253,252
4708,255,253,253,252
4709,255,253,253,252
4710,255,253,253,252
4711,255,253,253,252
4712,254,253,253,253
4713,252,253,253,253
4714,251,253,253,253
4715,251,253,253,253
4716,253,253,253,253
4717,255,253,253,253
4718,254,253,253,253
4719,254,253,253,253
4720,255,252,253,253
4721,255,253,253,253
4722,255,253,253,253
4723,255,253,253,253
4724,255,253,253,253
4725,255,252,253,253
4726,255,251,253,253
4727,255,250,253,253
4728,255,253,253,253
4729,255,253,253,253
4730,255,253,253,253
4731,255,253,253,253
4732,255,253,253,253
4733,255,253,253,253
4734,255,253,253,253
4735,255,253,253,253
4736,255,253,253,253
4737,255,253,253,253
4738,255,253,253,253
4739,255,253,253,253
4740,255,253,253,253
4741,255,253,253,253
4742,255,253,253,253
4743,255,253,253,253
4744,255,253,253,253
4745,255,253,253,253
4746,255,253,253,253
4747,255,253,253,253
4748,255,253,253,253
4749,255,253,253,253
4750,255,253,253,253
4751,255,253,253,253
4752,255,253,253,253
4753,255,253,253,253
4754,255,253,253,253
4755,255,253,253,253
4756,255,253,253,253
4757,255,253,253,253
4758,255,253,253,253
4759,255,253,253,253
4760,255,253,253,253
4761,255,253,253,253
4762,255,253,253,253
4763,255,253,253,253
4764,255,253,253,253
4765,255,253,253,253
4766,255,253,253,253
4767,255,253,253,253
4768,255,253,253,253
4769,255,253,253,253
4770,255,253,253,253
4771,255,253,253,253
4772,255,253,253,253
4773,255,253,253,253
4774,255,253,253,253
4775,255,253,253,253
4776,255,253,253,253
4777,255,253,253,253
4778,255,253,253,253
4779,255,253,253,253
4780,255,253,253,253
4781,255,253,253,253
4782,255,253,253,253
4783,255,253,253,253
4784,255,253,253,253
4785,255,253,253,253
4786,255,253,253,253
4787,255,253,253,253
4788,255,253,253,253
4789,255,253,253,253
4790,255,253,253,253
4791,255,253,253,253
4792,255,253,253,253
4793,255,253,253,253
4794,255,253,253,253
4795,255,253,253,253
4796,255,253,253,253
4797,255,253,253,253
4798,255,253,253,253
4799,255,253,253,253
4800,255,253,253,253
4801,255,253,253,253
4802,255,253,253,253
4803,255,253,253,253
4804,255,253,253,253
4805,255,253,253,253
4806,255,253,253,253
4807,255,253,253,253
4808,255,253,253,253
4809,255,253,253,253
4810,255,253,253,253
4811,255,253,253,253
4812,255,253,253,253
4813,255,253,253,253
4814,255,253,253,253
4815,255,253,253,253
4816,255,253,253,253
4817,255,253,253,253
4818,255,253,253,253
4819,255,253,253,253
4820,255,253,253,253
4821,255,253,253,253
4822,255,253,253,253
4823,255,253,253,253
4824,255,253,253,253
4825,255,253,253,253
4826,255,253,253,253
4827,255,253,253,253
4828,255,253,253,253
4829,255,253,253,253
4830,255,253,253,253
4831,255,253,253,253
4832,255,253,253,253
4833,255,253,253,253
4834,255,253,253,253
4835,255,253,253,253
4836,255,253,253,253
4837,255,253,253,253
4838,255,253,253,253
4839,255,253,253,253
4840,255,253,253,253
4841,255,253,253,253
4842,255,253,253,253
4843,255,253,253,253
4844,255,253,253,253
4845,255,253,253,253
4846,255,253,253,253
4847,255,253,253,253
4848,255,253,253,253
4849,255,253,253,253
